Data,NUO TI,NUO RIC,NUO DEC,Terapie Intensive,Ricoveri,Decessi,Regione
17-nov,1,-5,9,1,8,9,Bolzano
18-nov,-5,-1,11,0,8,9,Bolzano
19-nov,0,-12,13,0,3,10,Bolzano
20-nov,-1,-1,8,0,2,10,Bolzano
21-nov,1,-18,16,-1,-1,12,Bolzano
22-nov,-1,3,7,-1,-4,10,Bolzano
23-nov,0,20,5,-1,-2,10,Bolzano
24-nov,2,-14,16,-1,-3,11,Bolzano
25-nov,1,-17,8,0,-6,10,Bolzano
26-nov,-1,-8,11,0,-5,10,Bolzano
27-nov,2,-20,11,1,-8,11,Bolzano
28-nov,-6,-5,3,0,-6,9,Bolzano
29-nov,0,11,7,0,-5,9,Bolzano
30-nov,1,8,1,0,-6,8,Bolzano
1-dic,-3,-14,3,-1,-6,6,Bolzano
2-dic,-1,2,8,-1,-4,6,Bolzano
3-dic,2,12,16,-1,-1,7,Bolzano
4-dic,-3,-10,11,-1,1,7,Bolzano
5-dic,-1,-8,3,-1,0,7,Bolzano
6-dic,1,0,6,-1,-1,7,Bolzano
7-dic,1,-5,5,-1,-3,7,Bolzano
8-dic,-3,78,11,-1,10,9,Bolzano
9-dic,0,-86,10,0,-3,9,Bolzano
10-dic,1,-158,8,-1,-27,8,Bolzano
11-dic,-4,3,17,-1,-25,9,Bolzano
12-dic,0,0,5,-1,-24,9,Bolzano
13-dic,-1,-21,4,-1,-27,9,Bolzano
14-dic,0,0,11,-1,-26,9,Bolzano
15-dic,-2,-13,8,-1,-39,9,Bolzano
16-dic,-2,-5,11,-1,-28,9,Bolzano
17-dic,0,-13,5,-1,-7,9,Bolzano
18-dic,1,-15,6,-1,-10,7,Bolzano
19-dic,0,0,8,-1,-10,8,Bolzano
20-dic,-3,-5,3,-1,-7,7,Bolzano
21-dic,2,9,2,-1,-6,6,Bolzano
22-dic,1,-3,6,0,-5,6,Bolzano
23-dic,-4,-6,1,0,-5,4,Bolzano
24-dic,-2,-13,5,-1,-5,4,Bolzano
25-dic,2,-10,7,-1,-4,5,Bolzano
26-dic,-2,8,7,-1,-3,4,Bolzano
27-dic,3,-1,2,0,-2,4,Bolzano
28-dic,0,-1,2,0,-4,4,Bolzano
29-dic,2,-17,7,0,-6,4,Bolzano
30-dic,0,32,2,0,0,5,Bolzano
31-dic,4,-9,8,1,0,5,Bolzano
1-gen,1,0,3,1,2,4,Bolzano
2-gen,-3,17,4,1,3,4,Bolzano
3-gen,0,10,5,1,5,4,Bolzano
4-gen,1,11,5,1,6,5,Bolzano
5-gen,2,6,2,1,10,4,Bolzano
6-gen,0,0,4,1,5,4,Bolzano
7-gen,-2,2,1,0,7,3,Bolzano
8-gen,-1,3,6,0,7,4,Bolzano
9-gen,0,0,9,0,5,5,Bolzano
10-gen,0,13,0,0,5,4,Bolzano
11-gen,0,12,1,0,5,3,Bolzano
12-gen,1,-11,4,0,3,4,Bolzano
13-gen,-2,-10,5,-1,1,4,Bolzano
14-gen,0,0,8,0,1,5,Bolzano
15-gen,0,-3,6,0,0,5,Bolzano
16-gen,3,-7,5,0,-1,4,Bolzano
17-gen,0,0,2,0,-3,4,Bolzano
18-gen,4,12,2,1,-3,5,Bolzano
19-gen,0,-2,9,1,-1,5,Bolzano
20-gen,0,6,4,1,1,5,Bolzano
21-gen,-2,8,7,1,2,5,Bolzano
22-gen,-4,1,3,0,3,5,Bolzano
23-gen,0,-8,3,0,2,4,Bolzano
24-gen,1,7,4,0,3,5,Bolzano
25-gen,3,13,4,0,4,5,Bolzano
26-gen,2,-14,8,0,2,5,Bolzano
27-gen,2,-8,2,0,0,4,Bolzano
28-gen,-2,-1,4,0,-1,4,Bolzano
29-gen,0,3,3,1,-1,4,Bolzano
30-gen,2,-3,7,1,0,5,Bolzano
31-gen,0,7,4,1,0,5,Bolzano
1-feb,2,10,2,1,-1,4,Bolzano
2-feb,0,0,5,1,1,4,Bolzano
3-feb,-2,8,5,0,3,4,Bolzano
4-feb,3,8,2,1,5,4,Bolzano
5-feb,0,6,6,1,5,4,Bolzano
6-feb,-1,-13,4,0,4,4,Bolzano
7-feb,1,0,5,0,3,4,Bolzano
8-feb,-5,8,5,-1,2,5,Bolzano
9-feb,0,0,6,-1,2,5,Bolzano
10-feb,4,0,2,0,1,4,Bolzano
11-feb,2,1,10,0,0,5,Bolzano
12-feb,1,-4,5,0,-1,5,Bolzano
13-feb,0,-3,5,0,0,5,Bolzano
14-feb,3,11,8,1,2,6,Bolzano
15-feb,-1,3,3,1,1,6,Bolzano
16-feb,0,-4,5,1,1,5,Bolzano
17-feb,0,0,5,1,1,6,Bolzano
18-feb,-2,-1,5,0,0,5,Bolzano
19-feb,-1,1,9,0,1,6,Bolzano
20-feb,0,-5,4,0,1,6,Bolzano
21-feb,0,-3,6,-1,-1,5,Bolzano
22-feb,-3,13,13,-1,0,7,Bolzano
23-feb,0,0,13,-1,1,8,Bolzano
24-feb,2,-32,6,-1,-4,8,Bolzano
25-feb,-1,-2,3,0,-4,8,Bolzano
26-feb,0,-2,7,0,-4,7,Bolzano
27-feb,-2,-10,4,-1,-5,7,Bolzano
28-feb,1,5,5,0,-4,7,Bolzano
1-mar,-2,0,8,0,-6,7,Bolzano
2-mar,0,-10,4,0,-7,5,Bolzano
3-mar,2,-3,1,0,-3,5,Bolzano
4-mar,3,-8,4,0,-4,5,Bolzano
5-mar,0,-3,4,0,-4,4,Bolzano
6-mar,1,-11,4,1,-4,4,Bolzano
7-mar,1,8,3,1,-4,4,Bolzano
8-mar,1,4,4,1,-3,3,Bolzano
9-mar,0,-19,5,1,-5,4,Bolzano
10-mar,1,2,2,1,-4,4,Bolzano
11-mar,-2,-9,1,0,-4,3,Bolzano
12-mar,0,-3,6,0,-4,4,Bolzano
13-mar,-2,-11,2,0,-4,3,Bolzano
14-mar,-3,5,3,-1,-4,3,Bolzano
15-mar,0,-1,0,-1,-5,3,Bolzano
16-mar,0,-5,8,-1,-3,3,Bolzano
17-mar,0,-13,2,-1,-5,3,Bolzano
18-mar,-2,-6,7,-1,-5,4,Bolzano
19-mar,1,-13,0,-1,-6,3,Bolzano
20-mar,0,-1,2,-1,-5,3,Bolzano
21-mar,-2,2,0,0,-5,3,Bolzano
22-mar,0,5,0,0,-4,3,Bolzano
23-mar,0,-8,4,0,-5,2,Bolzano
24-mar,1,-5,2,0,-4,2,Bolzano
25-mar,0,-9,1,0,-4,1,Bolzano
26-mar,-2,2,2,0,-2,2,Bolzano
27-mar,-2,-14,0,-1,-4,1,Bolzano
28-mar,-2,0,3,-1,-4,2,Bolzano
29-mar,-2,4,8,-1,-4,3,Bolzano
30-mar,-3,1,2,-1,-3,3,Bolzano
31-mar,0,-9,3,-2,-4,3,Bolzano
1-apr,-1,-5,4,-2,-3,3,Bolzano
2-apr,-1,-13,3,-2,-5,3,Bolzano
3-apr,-2,-3,2,-2,-4,4,Bolzano
,,,,,,,
4-ott,0,1,1,0,1,1,Marche
5-ott,0,4,0,0,3,1,Marche
6-ott,0,1,0,0,2,0,Marche
7-ott,-1,2,0,0,2,0,Marche
8-ott,0,3,0,0,2,0,Marche
9-ott,-2,3,0,-1,2,0,Marche
10-ott,0,4,0,0,3,0,Marche
11-ott,3,3,0,0,3,0,Marche
12-ott,-1,6,0,0,3,0,Marche
13-ott,1,10,0,0,4,0,Marche
14-ott,2,4,0,0,5,0,Marche
15-ott,1,-3,0,1,4,0,Marche
16-ott,1,12,0,1,5,0,Marche
17-ott,0,4,0,1,5,0,Marche
18-ott,3,11,3,1,6,0,Marche
19-ott,3,9,0,2,7,0,Marche
20-ott,3,2,1,2,6,1,Marche
21-ott,0,16,1,2,7,1,Marche
22-ott,0,18,1,1,10,1,Marche
23-ott,3,19,2,2,11,1,Marche
24-ott,1,26,1,2,14,1,Marche
25-ott,0,0,2,1,13,1,Marche
26-ott,3,49,1,1,19,1,Marche
27-ott,2,23,2,1,22,1,Marche
28-ott,4,0,2,2,19,2,Marche
29-ott,7,-3,1,3,16,2,Marche
30-ott,0,15,4,2,16,2,Marche
31-ott,8,13,6,3,14,3,Marche
1-nov,-5,52,2,3,21,3,Marche
2-nov,8,7,4,3,15,3,Marche
3-nov,3,40,6,4,18,4,Marche
4-nov,1,24,1,3,21,3,Marche
5-nov,2,23,2,2,25,4,Marche
6-nov,4,23,3,3,26,3,Marche
7-nov,7,10,8,3,26,4,Marche
8-nov,2,39,5,4,24,4,Marche
9-nov,2,26,7,3,26,5,Marche
10-nov,4,6,10,3,22,5,Marche
11-nov,-1,11,10,3,20,6,Marche
12-nov,0,0,6,3,16,7,Marche
13-nov,0,23,11,2,16,8,Marche
14-nov,0,-75,8,1,4,8,Marche
15-nov,3,-1,9,1,-1,9,Marche
16-nov,1,16,8,1,-3,9,Marche
17-nov,0,26,11,0,0,9,Marche
18-nov,1,2,9,1,-1,9,Marche
19-nov,-1,-1,11,1,-1,10,Marche
20-nov,3,16,11,1,-2,10,Marche
21-nov,5,2,7,2,9,9,Marche
22-nov,2,-2,12,2,8,10,Marche
23-nov,2,8,8,2,7,10,Marche
24-nov,-1,5,13,2,4,10,Marche
25-nov,5,23,10,2,7,10,Marche
26-nov,-4,8,10,2,9,10,Marche
27-nov,1,-22,9,1,3,10,Marche
28-nov,-6,7,12,0,4,11,Marche
29-nov,0,27,13,0,8,11,Marche
30-nov,2,-13,9,0,5,11,Marche
1-dic,-1,1,12,0,4,11,Marche
2-dic,-1,-21,13,-1,-2,11,Marche
3-dic,3,-39,9,0,-9,11,Marche
4-dic,-1,-8,7,-1,-7,11,Marche
5-dic,-3,-12,9,0,-9,10,Marche
6-dic,-2,12,13,0,-11,10,Marche
7-dic,0,0,10,-1,-10,10,Marche
8-dic,5,-4,18,0,-10,11,Marche
9-dic,-2,4,9,0,-7,11,Marche
10-dic,1,-17,9,0,-4,11,Marche
11-dic,0,-11,6,0,-4,11,Marche
12-dic,0,-3,11,0,-3,11,Marche
13-dic,-5,-11,14,0,-6,11,Marche
14-dic,2,-7,10,0,-7,11,Marche
15-dic,-5,-2,14,-1,-7,10,Marche
16-dic,-3,-19,9,-1,-10,10,Marche
17-dic,-8,-12,9,-3,-9,10,Marche
18-dic,-3,-9,13,-3,-9,11,Marche
19-dic,1,-11,10,-3,-10,11,Marche
20-dic,-1,0,7,-2,-9,10,Marche
21-dic,-1,7,8,-3,-7,10,Marche
22-dic,-2,-2,7,-2,-7,9,Marche
23-dic,0,-10,4,-2,-5,8,Marche
24-dic,3,-2,9,0,-4,8,Marche
25-dic,-4,-11,12,-1,-4,8,Marche
26-dic,4,14,6,0,-1,8,Marche
27-dic,1,16,5,0,2,7,Marche
28-dic,-5,26,8,0,4,7,Marche
29-dic,1,11,11,0,6,8,Marche
30-dic,1,3,11,0,8,9,Marche
31-dic,0,2,14,0,9,10,Marche
1-gen,-1,9,10,0,12,9,Marche
2-gen,4,0,13,0,10,10,Marche
3-gen,2,0,13,0,7,11,Marche
4-gen,-2,8,8,1,5,11,Marche
5-gen,0,8,19,1,4,13,Marche
6-gen,2,17,13,1,6,13,Marche
7-gen,2,9,14,1,7,13,Marche
8-gen,-1,11,15,1,8,14,Marche
9-gen,3,-3,9,1,7,13,Marche
10-gen,2,12,13,1,9,13,Marche
11-gen,8,7,13,2,9,14,Marche
12-gen,-2,40,12,2,13,13,Marche
13-gen,-6,6,12,1,12,13,Marche
14-gen,3,-11,18,1,9,13,Marche
15-gen,6,4,10,2,8,12,Marche
16-gen,3,4,9,2,9,12,Marche
17-gen,-2,-1,11,1,7,12,Marche
18-gen,2,1,11,1,6,12,Marche
19-gen,0,-4,16,1,0,12,Marche
20-gen,-1,-14,15,2,-3,13,Marche
21-gen,-1,-18,16,1,-4,13,Marche
22-gen,-4,0,11,0,-5,13,Marche
23-gen,-2,-6,12,-1,-6,13,Marche
24-gen,-3,-3,10,-1,-6,13,Marche
25-gen,-1,3,9,-2,-6,13,Marche
26-gen,0,-4,11,-2,-6,12,Marche
27-gen,-1,9,15,-2,-3,12,Marche
28-gen,-2,-3,17,-2,-1,12,Marche
29-gen,3,-11,13,-1,-2,12,Marche
30-gen,-2,2,16,-1,-1,13,Marche
31-gen,1,-13,11,0,-2,13,Marche
1-feb,0,6,12,0,-2,14,Marche
2-feb,-4,9,8,-1,0,13,Marche
3-feb,0,-9,10,-1,-3,12,Marche
4-feb,8,-6,15,1,-3,12,Marche
5-feb,-2,3,16,0,-1,13,Marche
6-feb,1,-1,6,1,-2,11,Marche
7-feb,-1,-3,9,0,0,11,Marche
8-feb,-1,8,8,0,0,10,Marche
9-feb,1,6,8,1,0,10,Marche
10-feb,-2,-8,12,1,0,11,Marche
11-feb,3,-5,8,0,0,10,Marche
12-feb,0,3,7,0,0,8,Marche
13-feb,0,10,11,0,2,9,Marche
14-feb,5,2,8,1,2,9,Marche
15-feb,3,-7,12,1,0,9,Marche
16-feb,-3,-2,4,1,-1,9,Marche
17-feb,-2,-1,15,1,0,9,Marche
18-feb,1,-14,17,1,-1,11,Marche
19-feb,3,4,17,1,-1,12,Marche
20-feb,-2,8,8,1,-1,12,Marche
21-feb,-5,-1,7,-1,-2,11,Marche
22-feb,3,12,11,-1,1,11,Marche
23-feb,0,12,9,0,3,12,Marche
24-feb,6,0,5,1,3,11,Marche
25-feb,0,4,10,1,6,10,Marche
26-feb,-3,2,5,0,5,8,Marche
27-feb,-4,10,16,0,6,9,Marche
28-feb,-5,11,12,0,7,10,Marche
1-mar,2,-7,7,-1,5,9,Marche
2-mar,4,-5,16,0,2,10,Marche
3-mar,6,-9,11,0,1,11,Marche
4-mar,3,19,9,0,3,11,Marche
5-mar,5,13,12,2,5,12,Marche
6-mar,2,7,11,2,4,11,Marche
7-mar,4,16,16,4,5,12,Marche
8-mar,6,9,4,4,7,11,Marche
9-mar,-1,6,12,4,9,11,Marche
10-mar,4,22,13,3,13,11,Marche
11-mar,0,9,10,3,12,11,Marche
12-mar,4,11,11,3,11,11,Marche
13-mar,7,22,11,3,14,11,Marche
14-mar,13,8,16,5,12,11,Marche
15-mar,1,19,11,4,14,12,Marche
16-mar,1,13,15,4,15,12,Marche
17-mar,0,12,15,4,13,13,Marche
18-mar,6,5,12,5,13,13,Marche
19-mar,2,-3,9,4,11,13,Marche
20-mar,-1,6,20,3,9,14,Marche
21-mar,6,6,8,2,8,13,Marche
22-mar,6,7,11,3,7,13,Marche
23-mar,-6,31,9,2,9,12,Marche
24-mar,10,4,13,3,8,12,Marche
25-mar,1,1,15,3,7,12,Marche
26-mar,-5,3,17,2,8,13,Marche
27-mar,-4,5,13,1,8,12,Marche
28-mar,-1,-6,12,0,6,13,Marche
29-mar,4,1,7,0,6,12,Marche
30-mar,-1,0,13,1,1,13,Marche
31-mar,-4,-4,10,-1,0,12,Marche
1-apr,-3,-7,19,-2,-1,13,Marche
2-apr,-1,-3,15,-1,-2,13,Marche
3-apr,-2,-8,11,-1,-4,12,Marche
,,,,,,,
4-ott,2,0,0,2,0,0,Toscana
5-ott,6,13,2,4,7,1,Toscana
6-ott,-4,5,0,1,6,1,Toscana
7-ott,0,6,2,1,6,1,Toscana
8-ott,-1,9,0,1,7,1,Toscana
9-ott,3,8,3,1,7,1,Toscana
10-ott,0,20,0,1,9,1,Toscana
11-ott,1,26,1,1,12,1,Toscana
12-ott,9,19,6,1,13,2,Toscana
13-ott,4,13,1,2,14,2,Toscana
14-ott,2,11,2,3,15,2,Toscana
15-ott,0,47,2,3,21,2,Toscana
16-ott,5,32,2,3,24,2,Toscana
17-ott,-1,36,2,3,26,2,Toscana
18-ott,5,41,5,3,28,3,Toscana
19-ott,7,64,12,3,35,4,Toscana
20-ott,10,26,2,4,37,4,Toscana
21-ott,4,28,13,4,39,5,Toscana
22-ott,6,21,8,5,35,6,Toscana
23-ott,0,50,8,4,38,7,Toscana
24-ott,5,66,11,5,42,8,Toscana
25-ott,24,74,14,8,47,10,Toscana
26-ott,-1,65,13,7,47,10,Toscana
27-ott,9,25,15,7,47,12,Toscana
28-ott,11,53,7,8,51,11,Toscana
29-ott,7,99,13,8,62,12,Toscana
30-ott,16,51,10,10,62,12,Toscana
31-ott,10,39,25,11,58,14,Toscana
1-nov,10,60,18,9,56,14,Toscana
2-nov,9,111,24,10,63,16,Toscana
3-nov,8,44,16,10,65,16,Toscana
4-nov,7,58,42,10,66,21,Toscana
5-nov,5,68,25,9,62,23,Toscana
6-nov,7,-84,32,8,42,26,Toscana
7-nov,5,65,30,7,46,27,Toscana
8-nov,12,106,29,8,53,28,Toscana
9-nov,8,68,33,7,46,30,Toscana
10-nov,8,40,54,7,46,35,Toscana
11-nov,4,46,53,7,44,37,Toscana
12-nov,10,25,37,8,38,38,Toscana
13-nov,9,3,55,8,50,42,Toscana
14-nov,1,23,42,7,44,43,Toscana
15-nov,8,55,44,7,37,45,Toscana
16-nov,10,43,36,7,34,46,Toscana
17-nov,-7,15,52,5,30,46,Toscana
18-nov,5,13,55,5,25,46,Toscana
19-nov,5,9,51,4,23,48,Toscana
20-nov,8,-22,48,4,19,47,Toscana
21-nov,1,6,44,4,17,47,Toscana
22-nov,2,-13,51,3,7,48,Toscana
23-nov,-2,47,48,2,8,50,Toscana
24-nov,0,-61,47,3,-3,49,Toscana
25-nov,-10,-17,67,1,-7,51,Toscana
26-nov,-5,-42,72,-1,-15,54,Toscana
27-nov,-3,-65,66,-2,-21,56,Toscana
28-nov,1,-54,47,-2,-29,57,Toscana
29-nov,-1,-3,38,-3,-28,55,Toscana
30-nov,0,-6,40,-3,-35,54,Toscana
1-dic,-11,-21,32,-4,-30,52,Toscana
2-dic,4,-49,45,-2,-34,49,Toscana
3-dic,1,-47,38,-1,-35,44,Toscana
4-dic,-9,-49,42,-2,-33,40,Toscana
5-dic,-2,-45,41,-3,-31,39,Toscana
6-dic,-9,-13,28,-4,-33,38,Toscana
7-dic,1,5,31,-4,-31,37,Toscana
8-dic,0,-30,35,-2,-33,37,Toscana
9-dic,0,12,24,-3,-24,34,Toscana
10-dic,-6,-24,75,-4,-21,39,Toscana
11-dic,-6,-55,50,-3,-21,41,Toscana
12-dic,-13,-47,35,-5,-22,40,Toscana
13-dic,-9,-41,34,-5,-26,41,Toscana
14-dic,-9,13,42,-6,-25,42,Toscana
15-dic,4,-37,45,-6,-26,44,Toscana
16-dic,-12,-55,47,-7,-35,47,Toscana
17-dic,-3,-39,63,-7,-37,45,Toscana
18-dic,-8,-53,42,-7,-37,44,Toscana
19-dic,-2,-11,25,-6,-32,43,Toscana
20-dic,-2,-35,24,-5,-31,41,Toscana
21-dic,-2,2,34,-4,-33,40,Toscana
22-dic,-10,-24,22,-6,-31,37,Toscana
23-dic,-9,-38,22,-5,-28,33,Toscana
24-dic,-5,-15,35,-5,-25,29,Toscana
25-dic,5,-45,6,-4,-24,24,Toscana
26-dic,0,-18,22,-3,-25,24,Toscana
27-dic,-1,22,8,-3,-17,21,Toscana
28-dic,-1,43,29,-3,-11,21,Toscana
29-dic,-7,-11,15,-3,-9,20,Toscana
30-dic,3,-10,23,-1,-5,20,Toscana
31-dic,-10,-31,18,-2,-7,17,Toscana
1-gen,-7,-28,27,-3,-5,20,Toscana
2-gen,-4,15,20,-4,0,20,Toscana
3-gen,8,9,10,-3,-2,20,Toscana
4-gen,-6,43,14,-3,-2,18,Toscana
5-gen,-2,-17,18,-3,-3,19,Toscana
6-gen,7,-45,27,-2,-8,19,Toscana
7-gen,0,12,18,-1,-2,19,Toscana
8-gen,-7,-20,23,-1,0,19,Toscana
9-gen,0,-15,10,0,-5,17,Toscana
10-gen,1,-23,15,-1,-9,18,Toscana
11-gen,4,20,29,0,-13,20,Toscana
12-gen,-7,-16,21,0,-12,20,Toscana
13-gen,3,-35,11,-1,-11,18,Toscana
14-gen,-8,-15,14,-2,-15,18,Toscana
15-gen,-3,-8,10,-1,-13,16,Toscana
16-gen,-4,-9,17,-2,-12,17,Toscana
17-gen,-7,-8,15,-3,-10,17,Toscana
18-gen,7,22,22,-3,-10,16,Toscana
19-gen,-4,-5,26,-2,-8,16,Toscana
20-gen,-8,-19,18,-4,-6,17,Toscana
21-gen,3,-37,14,-2,-9,17,Toscana
22-gen,-6,-17,16,-3,-10,18,Toscana
23-gen,-3,-13,21,-3,-11,19,Toscana
24-gen,-1,7,6,-2,-9,18,Toscana
25-gen,3,25,14,-2,-8,16,Toscana
26-gen,-6,21,9,-3,-5,14,Toscana
27-gen,0,-6,12,-1,-3,13,Toscana
28-gen,-3,-4,16,-2,2,13,Toscana
29-gen,0,-13,26,-1,2,15,Toscana
30-gen,-5,-11,22,-2,3,15,Toscana
31-gen,1,0,8,-1,2,15,Toscana
1-feb,5,8,15,-1,-1,15,Toscana
2-feb,8,13,9,1,-2,15,Toscana
3-feb,0,-6,21,1,-2,17,Toscana
4-feb,3,-21,22,2,-4,18,Toscana
5-feb,-7,1,16,1,-2,16,Toscana
6-feb,4,0,11,2,-1,15,Toscana
7-feb,-1,7,22,2,0,17,Toscana
8-feb,4,41,15,2,5,17,Toscana
9-feb,1,10,27,1,5,19,Toscana
10-feb,2,-1,16,1,5,18,Toscana
11-feb,5,-12,7,1,7,16,Toscana
12-feb,6,-3,17,3,6,16,Toscana
13-feb,3,0,14,3,6,17,Toscana
14-feb,1,8,17,3,6,16,Toscana
15-feb,2,20,18,3,3,17,Toscana
16-feb,1,5,15,3,2,15,Toscana
17-feb,4,-19,22,3,0,16,Toscana
18-feb,7,18,11,3,4,16,Toscana
19-feb,5,6,19,3,5,17,Toscana
20-feb,-2,23,15,3,9,17,Toscana
21-feb,0,-2,15,2,7,16,Toscana
22-feb,8,53,16,3,12,16,Toscana
23-feb,4,27,20,4,15,17,Toscana
24-feb,4,18,17,4,20,16,Toscana
25-feb,-4,11,14,2,19,17,Toscana
26-feb,4,-9,22,2,17,17,Toscana
27-feb,3,43,20,3,20,18,Toscana
28-feb,2,22,13,3,24,17,Toscana
1-mar,4,41,18,2,22,18,Toscana
2-mar,2,39,13,2,24,17,Toscana
3-mar,-3,32,28,1,26,18,Toscana
4-mar,2,8,23,2,25,20,Toscana
5-mar,10,24,11,3,30,18,Toscana
6-mar,6,28,23,3,28,18,Toscana
7-mar,10,28,10,4,29,18,Toscana
8-mar,3,65,22,4,32,19,Toscana
9-mar,7,41,21,5,32,20,Toscana
10-mar,-1,33,20,5,32,19,Toscana
11-mar,0,32,20,5,36,18,Toscana
12-mar,10,12,25,5,34,20,Toscana
13-mar,-1,40,20,4,36,20,Toscana
14-mar,19,31,19,5,36,21,Toscana
15-mar,5,39,11,6,33,19,Toscana
16-mar,-2,28,18,4,31,19,Toscana
17-mar,2,23,21,5,29,19,Toscana
18-mar,5,1,25,5,25,20,Toscana
19-mar,0,-6,25,4,22,20,Toscana
20-mar,-6,-24,18,3,13,20,Toscana
21-mar,5,-16,36,1,6,22,Toscana
22-mar,0,53,23,1,8,24,Toscana
23-mar,-2,25,31,1,8,26,Toscana
24-mar,10,2,27,2,5,26,Toscana
25-mar,4,-18,22,2,2,26,Toscana
26-mar,0,3,22,2,4,26,Toscana
27-mar,7,23,19,3,10,26,Toscana
28-mar,0,9,27,3,14,24,Toscana
29-mar,-2,27,31,2,10,26,Toscana
30-mar,3,10,32,3,8,26,Toscana
31-mar,0,18,19,2,10,25,Toscana
1-apr,0,24,32,1,16,26,Toscana
2-apr,9,3,26,2,16,27,Toscana
3-apr,4,16,22,2,15,27,Toscana
,,,,,,,
4-ott,1,26,6,1,26,6,Lazio
5-ott,0,27,5,1,27,6,Lazio
6-ott,-4,10,4,-1,21,5,Lazio
7-ott,4,34,6,0,24,5,Lazio
8-ott,7,13,6,2,22,5,Lazio
9-ott,2,32,6,2,24,6,Lazio
10-ott,0,31,6,1,25,6,Lazio
11-ott,12,27,4,3,25,5,Lazio
12-ott,9,16,8,4,23,6,Lazio
13-ott,5,-31,5,6,17,6,Lazio
14-ott,2,41,5,5,18,6,Lazio
15-ott,5,32,7,5,21,6,Lazio
16-ott,8,35,5,6,22,6,Lazio
17-ott,0,39,12,6,23,7,Lazio
18-ott,1,42,6,4,25,7,Lazio
19-ott,12,45,9,5,29,7,Lazio
20-ott,12,66,5,6,43,7,Lazio
21-ott,6,30,16,6,41,9,Lazio
22-ott,2,67,16,6,46,10,Lazio
23-ott,4,61,11,5,50,11,Lazio
24-ott,6,84,9,6,56,10,Lazio
25-ott,5,38,10,7,56,11,Lazio
26-ott,12,123,16,7,67,12,Lazio
27-ott,8,33,23,6,62,14,Lazio
28-ott,0,37,19,5,63,15,Lazio
29-ott,2,117,15,5,70,15,Lazio
30-ott,7,87,17,6,74,16,Lazio
31-ott,7,71,22,6,72,17,Lazio
1-nov,3,111,19,6,83,19,Lazio
2-nov,0,-23,23,4,62,20,Lazio
3-nov,12,160,21,4,80,19,Lazio
4-nov,20,125,34,7,93,22,Lazio
5-nov,5,191,35,8,103,24,Lazio
6-nov,12,3,26,8,91,26,Lazio
7-nov,3,108,27,8,96,26,Lazio
8-nov,0,67,16,7,90,26,Lazio
9-nov,0,75,16,7,104,25,Lazio
10-nov,20,24,36,9,85,27,Lazio
11-nov,-2,128,38,5,85,28,Lazio
12-nov,4,40,49,5,64,30,Lazio
13-nov,1,65,34,4,72,31,Lazio
14-nov,13,58,39,5,65,33,Lazio
15-nov,1,83,21,5,68,33,Lazio
16-nov,4,-60,34,6,48,36,Lazio
17-nov,30,-33,59,7,40,39,Lazio
18-nov,10,-10,80,9,20,45,Lazio
19-nov,11,47,61,10,21,47,Lazio
20-nov,8,99,41,11,26,48,Lazio
21-nov,0,55,37,9,26,48,Lazio
22-nov,2,41,20,9,20,47,Lazio
23-nov,-4,53,48,8,36,49,Lazio
24-nov,10,10,62,5,42,50,Lazio
25-nov,4,-13,58,4,42,47,Lazio
26-nov,3,60,69,3,44,48,Lazio
27-nov,3,-1,69,3,29,52,Lazio
28-nov,1,-55,25,3,14,50,Lazio
29-nov,-1,6,19,2,9,50,Lazio
30-nov,-5,26,39,2,5,49,Lazio
1-dic,2,-143,64,1,-17,49,Lazio
2-dic,-2,41,45,0,-9,47,Lazio
3-dic,14,-49,38,2,-25,43,Lazio
4-dic,-4,-55,62,1,-33,42,Lazio
5-dic,-11,-103,32,-1,-40,43,Lazio
6-dic,-9,61,14,-2,-32,42,Lazio
7-dic,0,73,46,-1,-25,43,Lazio
8-dic,1,-118,33,-2,-21,39,Lazio
9-dic,1,18,33,-1,-25,37,Lazio
10-dic,-3,-73,68,-4,-28,41,Lazio
11-dic,0,-10,68,-3,-22,42,Lazio
12-dic,-2,-57,41,-2,-15,43,Lazio
13-dic,4,-32,27,0,-28,45,Lazio
14-dic,6,1,38,1,-39,44,Lazio
15-dic,-26,-17,83,-3,-24,51,Lazio
16-dic,-16,-52,40,-5,-34,52,Lazio
17-dic,6,-9,57,-4,-25,51,Lazio
18-dic,-1,-80,74,-4,-35,51,Lazio
19-dic,-4,-7,41,-4,-28,51,Lazio
20-dic,0,11,21,-5,-22,51,Lazio
21-dic,1,-64,42,-6,-31,51,Lazio
22-dic,-15,0,56,-4,-29,47,Lazio
23-dic,-6,20,44,-3,-18,48,Lazio
24-dic,7,-50,24,-3,-24,43,Lazio
25-dic,-3,-24,31,-3,-16,37,Lazio
26-dic,7,76,24,-1,-4,35,Lazio
27-dic,4,60,16,-1,3,34,Lazio
28-dic,6,18,47,0,14,35,Lazio
29-dic,-2,34,54,2,19,34,Lazio
30-dic,-2,-46,66,2,10,37,Lazio
31-dic,0,-19,73,1,14,44,Lazio
1-gen,2,-37,23,2,12,43,Lazio
2-gen,10,40,24,3,7,43,Lazio
3-gen,-6,32,24,1,3,44,Lazio
4-gen,9,28,23,2,5,41,Lazio
5-gen,-10,17,72,0,2,44,Lazio
6-gen,-2,-26,37,0,5,39,Lazio
