Data,aggiornamento,Filter,Popolazione,Incidenza,Ricoveri,TI,Decessi,Data ospedali,Data decessi,PIncidenza,Pricoveri,PTI,PDecessi,,,,Rapporto ricoveri/incidenza,Rapporto TI/incidenza,Rapporto decessi/incidenza,Delay ospedali,Delay decessi,,,
17/09/21,01/10/21,Rapporti,59257858,,0.114,0.153,0.113,24/09/21,01/10/21,52.6,6,8.3,6.2,0.114,0.158,0.118,0.114,0.153,0.113,7,14,,,
18/09/21,01/10/21,Rapporti,59257859,,0.115,0.155,0.114,25/09/21,,51.5,5.9,8.1,,0.115,0.157,,0.115,0.155,0.114,7,14,,,
19/09/21,01/10/21,Rapporti,59257860,,0.115,0.157,0.115,26/09/21,,50.1,5.8,8.2,,0.116,0.164,,0.115,0.157,0.115,7,14,,,
20/09/21,01/10/21,Rapporti,59257861,,0.116,0.159,0.116,27/09/21,,49.5,5.88,8.2,,0.119,0.166,,0.116,0.159,0.116,7,14,,,
21/09/21,01/10/21,Rapporti,59257862,,0.116,0.160,0.116,28/09/21,,48.4,5.77,7.7,,0.119,0.159,,0.116,0.160,0.116,7,14,,,
22/09/21,01/10/21,Rapporti,59257863,,0.116,0.160,0.116,29/09/21,,46.9,5.6,7.6,,0.119,0.162,,0.116,0.160,0.116,7,14,,,
23/09/21,01/10/21,Rapporti,59257864,,0.117,0.161,0.118,30/09/21,,45.1,5.4,7.4,,0.120,0.164,,0.117,0.161,0.118,7,14,,,
24/09/21,01/10/21,Rapporti,59257865,,0.118,0.162,,01/10/21,,43.9,5.26,7.2,,0.120,0.164,,0.118,0.162,,7,14,,,
25/09/21,01/10/21,Rapporti,59257866,,0.119,0.163,,,,42.1,,,,,,,0.119,0.163,,7,14,,,
26/09/21,01/10/21,Rapporti,59257867,,0.119,0.163,,,,40.8,,,,,,,0.119,0.163,,7,14,,,
27/09/21,01/10/21,Rapporti,59257868,,0.120,0.162,,,,39.7,,,,,,,0.120,0.162,,7,14,,,
28/09/21,01/10/21,Rapporti,59257869,,0.120,0.163,,,,39.1,,,,,,,0.120,0.163,,7,14,,,
29/09/21,01/10/21,Rapporti,59257870,,0.120,0.164,,,,37.8,,,,,,,0.120,0.164,,7,14,,,
30/09/21,01/10/21,Rapporti,59257871,,0.120,0.164,,,,37.4,,,,,,,0.120,0.164,,7,14,,,
01/10/21,01/10/21,Rapporti,59257872,,,,,,,36.7,,,,,,,,,,7,14,,,
