Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,,,
,,,,,,,,,,,,21-dic,155,11.7,,4,dal 25/11 al 8/12,,,13,Lombardia,15.95732523,,,,
,,,,,,,,,,,,22-dic,153,5.1,,4,dal 25/11 al 8/12,,,13,Lombardia,15.09338342,,,,
,,,,,,,,,,,,23-dic,145,-11.3,,4,dal 25/11 al 8/12,,,13,Lombardia,11.63761618,,,,
,,,,,,,,,,,,24-dic,144,-15,0.96,4,dal 1/12 al 14/12,0.92,8/12,13,Lombardia,11.20564527,,,,
,,,,,,,,,,,,25-dic,143,-14.7,,4,dal 1/12 al 14/12,,,13,Lombardia,10.77367436,,,,
,,,,,,,,,,,,26-dic,140,-12.6,,4,dal 1/12 al 14/12,,,13,Lombardia,9.477761647,,,,
,,,,,,,,,,,,27-dic,127,-18.1,,4,dal 1/12 al 14/12,,,13,Lombardia,3.862139875,,,,
,,,,,,,,,,,,28-dic,123,-20.6,,4,dal 1/12 al 14/12,,,13,Lombardia,2.134256252,,,,
,,,,,,,,,,,,29-dic,109,-29.2,,4,dal 1/12 al 14/12,,,13,Lombardia,-3.913336426,,,,
,,,,,,,,,,,,30-dic,104,-28.4,0.97,4,dal 8/12 al 21/12,1,15/12,13,Lombardia,-6.073190954,,,,
,,,,,,,,,,,,31-dic,116,-19.8,,4,dal 8/12 al 21/12,,,13,Lombardia,-0.889540087,,,,
,,,,,,,,,,,,1-gen,120,-16.2,,4,dal 8/12 al 21/12,,,13,Lombardia,0.838343535,,,,
,,,,,,,,,,,,2-gen,118,-15.6,,4,dal 8/12 al 21/12,,,13,Lombardia,-0.025598276,,,,
,,,,,,,,,,,,3-gen,130,3,,4,dal 8/12 al 21/12,,,13,Lombardia,5.158052591,,,,
,,,,,,,,,,,,4-gen,133,8.5,,4,dal 8/12 al 21/12,,,13,Lombardia,6.453965308,,,,
,,,,,,,,,,,,5-gen,138,27.2,,4,dal 8/12 al 21/12,,,13,Lombardia,8.613819836,,,,
,,,,,,,,,,,,6-gen,151,45.3,,4,dal 8/12 al 21/12,,,13,Lombardia,14.22944161,,,,
,,,,,,,,,,,,7-gen,140,21.2,,4,dal 8/12 al 21/12,,,13,Lombardia,9.477761647,,,,
,,,,,,,,,,,,8-gen,129,7.9,1.22,4,dal 15/12 al 28/12,1.27,22/12,13,Lombardia,4.726081686,,,,
,,,,,,,,,,,,9-gen,140,19,,4,dal 15/12 al 28/12,,,13,Lombardia,9.477761647,,,,
,,,,,,,,,,,,10-gen,156,19.6,,4,dal 15/12 al 28/12,,,13,Lombardia,16.38929614,,,,
,,,,,,,,,,,,11-gen,162,21.7,,4,dal 15/12 al 28/12,,,13,Lombardia,18.98112157,,,,
,,,,,,,,,,,,12-gen,160,16,,4,dal 15/12 al 28/12,,,13,Lombardia,18.11717976,,,,
,,,,,,,,,,,,13-gen,153,1.5,,4,dal 15/12 al 28/12,,,13,Lombardia,15.09338342,,,,
,,,,,,,,,,,,14-gen,151,7.7,,4,dal 15/12 al 28/12,,,13,Lombardia,14.22944161,,,,
,,,,,,,,,,,,15-gen,154,18.6,1.39,4,dal 23/12 al 5/1,1.4,30/12,13,Lombardia,15.52535433,,,,
,,,,,,,,,,,,16-gen,150,6.7,,4,dal 23/12 al 5/1,,,13,Lombardia,13.7974707,,,,
,,,,,,,,,,,,17-gen,133,-14.5,,4,dal 23/12 al 5/1,,,13,Lombardia,6.453965308,,,,
,,,,,,,,,,,,18-gen,130,-19.6,,4,dal 23/12 al 5/1,,,13,Lombardia,5.158052591,,,,
,,,,,,,,,,,,19-gen,128,-20,,4,dal 23/12 al 5/1,,,13,Lombardia,4.29411078,,,,
,,,,,,,,,,,,20-gen,124,-18.7,,4,dal 23/12 al 5/1,,,13,Lombardia,2.566227158,,,,
,,,,,,,,,,,,21-gen,121,-19.9,,4,dal 23/12 al 5/1,,,13,Lombardia,1.270314441,,,,
,,,,,,,,,,,,22-gen,119,-22.7,0.84,4,dal 30/12 al 12/1,0.82,6/1,13,Lombardia,0.40637263,,,,
,,,,,,,,,,,,23-gen,113,-24.8,,4,dal 30/12 al 12/1,,,13,Lombardia,-2.185452804,,,,
,,,,,,,,,,,,24-gen,110,-17.2,,4,dal 30/12 al 12/1,,,13,Lombardia,-3.481365521,,,,
,,,,,,,,,,,,25-gen,113,-13,,4,dal 30/12 al 12/1,,,13,Lombardia,-2.185452804,,,,
,,,,,,,,,,,,26-gen,116,-9.2,,4,dal 30/12 al 12/1,,,13,Lombardia,-0.889540087,,,,
,,,,,,,,,,,,27-gen,120,-3.2,,4,dal 30/12 al 12/1,,,13,Lombardia,0.838343535,,,,
,,,,,,,,,,,,28-gen,124,2.6,,4,dal 30/12 al 12/1,,,13,Lombardia,2.566227158,,,,
,,,,,,,,,,,,,,,,4,,,,13,,,,,,
,,,,,,,,,,,,,,,,4,,,,13,,,,,,
,,,,,,,,,,,,,,,,4,,,,13,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63,0.71,107.6,-49.53015873,107.6,-26.7,68.47826087,31.52173913,80.11913626,19.88086374,68.47826087,31.52173913,18-set,19,1.5,0.71,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-41.99108546,107.6,,,
,,,,,,,,,,,,19-set,19,0.8,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-41.99108546,,,,
,,,,,,,,,,,,20-set,19,-4.6,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-41.99108546,,,,
,,,,,,,,,,,,21-set,18,-5.4,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-42.38787879,,,,
,,,,,,,,,,,,22-set,17,-16.4,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-42.78467212,,,,
,,,,,,,,,,,,23-set,17,-16.6,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-42.78467212,,,,
,,,,,,,,,,,,24-set,17,-17.8,,5,dal 27/8 al 9/9,,,9,Emilia-Romagna,-42.78467212,,,,
,,,,,,,,,,,,25-set,17,-14.5,0.78,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-42.78467212,,,,
,,,,,,,,,,,,26-set,16,-18.2,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.18146545,,,,
,,,,,,,,,,,,27-set,15,-17.7,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.57825878,,,,
,,,,,,,,,,,,28-set,15,-20.1,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.57825878,,,,
,,,,,,,,,,,,29-set,16,-7.4,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.18146545,,,,
,,,,,,,,,,,,30-set,16,-6.8,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.18146545,,,,
,,,,,,,,,,,,1-ott,16,-4.9,,5,dal 3/9 al 16/9,,,9,Emilia-Romagna,-43.18146545,,,,
,,,,,,,,,,,,2-ott,17,0.3,0.8,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-42.78467212,,,,
,,,,,,,,,,,,3-ott,18,14.7,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-42.38787879,,,,
,,,,,,,,,,,,4-ott,20,29.9,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-41.59429213,,,,
,,,,,,,,,,,,5-ott,22,48.3,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-40.80070547,,,,
,,,,,,,,,,,,6-ott,24,50.4,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-40.00711881,,,,
,,,,,,,,,,,,7-ott,26,63.5,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-39.21353215,,,,
,,,,,,,,,,,,8-ott,27,74.1,,5,dal 10/9 al 23/9,,,9,Emilia-Romagna,-38.81673882,,,,
,,,,,,,,,,,,9-ott,30,80.1,0.84,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-37.62635883,,,,
,,,,,,,,,,,,10-ott,35,91.6,,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-35.64239218,,,,
,,,,,,,,,,,,11-ott,39,96.8,,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-34.05521886,,,,
,,,,,,,,,,,,12-ott,43,97.3,,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-32.46804553,,,,
,,,,,,,,,,,,13-ott,47,99.3,,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-30.88087221,,,,
,,,,,,,,,,,,14-ott,50,96.1,,5,dal 17/9 al 30/9,,,9,Emilia-Romagna,-29.69049222,,,,
,,,,,,,,,,,,15-ott,56,105.1,1.12,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-27.30973224,,,,
,,,,,,,,,,,,16-ott,62,107.6,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-24.92897226,,,,
,,,,,,,,,,,,17-ott,68,95.4,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-22.54821228,,,,
,,,,,,,,,,,,18-ott,71,80.6,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-21.35783229,,,,
,,,,,,,,,,,,19-ott,76,76.3,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-19.37386564,,,,
,,,,,,,,,,,,20-ott,80,70,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-17.78669232,,,,
,,,,,,,,,,,,21-ott,87,73.7,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-15.00913901,,,,
,,,,,,,,,,,,22-ott,97,72.5,,5,dal 24/9 al 7/10,,,9,Emilia-Romagna,-11.04120571,,,,
,,,,,,,,,,,,23-ott,105,68.1,1.52,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,-7.866859067,,,,
,,,,,,,,,,,,24-ott,117,71.6,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,-3.105339105,,,,
,,,,,,,,,,,,25-ott,132,84.9,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,2.846560847,,,,
,,,,,,,,,,,,26-ott,145,90.3,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,8.004874138,,,,
,,,,,,,,,,,,27-ott,165,106.8,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,15.94074074,,,,
,,,,,,,,,,,,28-ott,177,103.1,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,20.7022607,,,,
,,,,,,,,,,,,29-ott,192,97.7,,5,dal 1/10 al 14/10,,,9,Emilia-Romagna,26.65416065,,,,
,,,,,,,,,,,,30-ott,212,102,1.63,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,34.59002726,,,,
,,,,,,,,,,,,31-ott,231,97.7,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,42.12910053,,,,
,,,,,,,,,,,,1-nov,244,85,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,47.28741382,,,,
,,,,,,,,,,,,2-nov,255,76,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,51.65214045,,,,
,,,,,,,,,,,,3-nov,266,61.2,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,56.01686708,,,,
,,,,,,,,,,,,4-nov,278,57.1,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,60.77838705,,,,
,,,,,,,,,,,,5-nov,293,52.6,,5,dal 8/10 al 21/10,1.6,14/10,9,Emilia-Romagna,66.730287,,,,
,,,,,,,,,,,,6-nov,297,40.4,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,68.31746032,,,,
,,,,,,,,,,,,7-nov,296,28.3,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,67.92066699,,,,
,,,,,,,,,,,,8-nov,310,27.1,,5,dal 8/10 al 21/10,,,9,Emilia-Romagna,73.47577361,,,,
,,,,,,,,,,,,9-nov,318,24.7,1.63,5,dal 15/10 al 28/10,1.57,21/10,9,Emilia-Romagna,76.65012025,,,,
,,,,,,,,,,,,10-nov,330,23.8,,5,dal 15/10 al 28/10,,,9,Emilia-Romagna,81.41164021,,,,
,,,,,,,,,,,,11-nov,345,23.8,,5,dal 15/10 al 28/10,,,9,Emilia-Romagna,87.36354016,,,,
,,,,,,,,,,,,12-nov,350,19.5,,5,dal 15/10 al 28/10,,,9,Emilia-Romagna,89.34750681,,,,
,,,,,,,,,,,,13-nov,359,21,1.4,5,dal 22/10 al 4/11,1.4,28/10,9,Emilia-Romagna,92.91864679,,,,
,,,,,,,,,,,,14-nov,373,26.1,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,98.47375341,,,,
,,,,,,,,,,,,15-nov,384,23.9,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,102.83848,,,,
,,,,,,,,,,,,16-nov,396,24.4,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,107.6,,,,
,,,,,,,,,,,,17-nov,391,18.6,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,105.6160333,,,,
,,,,,,,,,,,,18-nov,390,13,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,105.21924,,,,
,,,,,,,,,,,,19-nov,384,9.8,,5,dal 22/10 al 4/11,,,9,Emilia-Romagna,102.83848,,,,
,,,,,,,,,,,,20-nov,387,7.8,1.2,5,dal 28/10 al 10/11,1.14,4/11,9,Emilia-Romagna,104.02886,,,,
,,,,,,,,,,,,21-nov,389,4.3,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,104.8224467,,,,
,,,,,,,,,,,,22-nov,386,0.6,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,103.6320667,,,,
,,,,,,,,,,,,23-nov,381,-3.6,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,101.6481,,,,
,,,,,,,,,,,,24-nov,388,-0.8,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,104.4256534,,,,
,,,,,,,,,,,,25-nov,382,-1.9,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,102.0448934,,,,
,,,,,,,,,,,,26-nov,382,-0.5,,5,dal 28/10 al 10/11,,,9,Emilia-Romagna,102.0448934,,,,
,,,,,,,,,,,,27-nov,374,-3.5,1.11,5,dal 4/11 al 17/11,1.07,11/11,9,Emilia-Romagna,98.87054674,,,,
,,,,,,,,,,,,28-nov,361,-7.2,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,93.71223345,,,,
,,,,,,,,,,,,29-nov,343,-11.1,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,86.5699535,,,,
,,,,,,,,,,,,30-nov,336,-11.8,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,83.79240019,,,,
,,,,,,,,,,,,1-dic,313,-19.2,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,74.6661536,,,,
,,,,,,,,,,,,2-dic,301,-21.3,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,69.90463364,,,,
,,,,,,,,,,,,3-dic,292,-23.7,,5,dal 4/11 al 17/11,,,9,Emilia-Romagna,66.33349367,,,,
,,,,,,,,,,,,4-dic,291,-22,0.99,5,dal 11/11 al 24/11,0.99,18/11,9,Emilia-Romagna,65.93670034,,,,
,,,,,,,,,,,,5-dic,287,-20.6,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,64.34952702,,,,
,,,,,,,,,,,,6-dic,285,-16.8,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,63.55594036,,,,
,,,,,,,,,,,,7-dic,282,-16.2,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,62.36556037,,,,
,,,,,,,,,,,,8-dic,285,-8.9,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,63.55594036,,,,
,,,,,,,,,,,,9-dic,275,-8.7,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,59.58800705,,,,
,,,,,,,,,,,,10-dic,268,-8.3,,5,dal 11/11 al 24/11,,,9,Emilia-Romagna,56.81045374,,,,
,,,,,,,,,,,,11-dic,247,-15.4,0.88,5,dal 18/11 al 1/12,0.81,25/11,9,Emilia-Romagna,48.47779381,,,,
,,,,,,,,,,,,12-dic,243,-15.2,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,46.89062049,,,,
,,,,,,,,,,,,13-dic,246,-13.6,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,48.08100048,,,,
,,,,,,,,,,,,14-dic,239,-15.1,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,45.30344717,,,,
,,,,,,,,,,,,15-dic,231,-19.2,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,42.12910053,,,,
,,,,,,,,,,,,16-dic,234,-14.7,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,43.31948052,,,,
,,,,,,,,,,,,17-dic,239,-10.7,,5,dal 18/11 al 1/12,,,9,Emilia-Romagna,45.30344717,,,,
,,,,,,,,,,,,18-dic,251,1.8,0.84,5,dal 25/11 al 8/12,0.84,2/12,9,Emilia-Romagna,50.06496713,,,,
,,,,,,,,,,,,19-dic,247,1.7,,5,dal 25/11 al 8/12,,,9,Emilia-Romagna,48.47779381,,,,
,,,,,,,,,,,,20-dic,243,-1.4,,5,dal 25/11 al 8/12,,,9,Emilia-Romagna,46.89062049,,,,
,,,,,,,,,,,,21-dic,244,1.8,,5,dal 25/11 al 8/12,,,9,Emilia-Romagna,47.28741382,,,,
,,,,,,,,,,,,22-dic,242,4.9,,5,dal 25/11 al 8/12,,,9,Emilia-Romagna,46.49382716,,,,
,,,,,,,,,,,,23-dic,239,2.2,,5,dal 25/11 al 8/12,,,9,Emilia-Romagna,45.30344717,,,,
,,,,,,,,,,,,24-dic,240,0.4,0.88,5,dal 1/12 al 14/12,0.82,8/12,9,Emilia-Romagna,45.7002405,,,,
,,,,,,,,,,,,25-dic,249,-1,,5,dal 1/12 al 14/12,,,9,Emilia-Romagna,49.27138047,,,,
,,,,,,,,,,,,26-dic,251,1.6,,5,dal 1/12 al 14/12,,,9,Emilia-Romagna,50.06496713,,,,
,,,,,,,,,,,,27-dic,241,-1,,5,dal 1/12 al 14/12,,,9,Emilia-Romagna,46.09703383,,,,
,,,,,,,,,,,,28-dic,222,-8.9,,5,dal 1/12 al 14/12,,,9,Emilia-Romagna,38.55796056,,,,
,,,,,,,,,,,,29-dic,216,-10.8,,5,dal 1/12 al 14/12,,,9,Emilia-Romagna,36.17720058,,,,
,,,,,,,,,,,,30-dic,223,-7.1,0.96,5,dal 8/12 al 21/12,0.98,15/12,9,Emilia-Romagna,38.95475389,,,,
,,,,,,,,,,,,31-dic,232,-3.3,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,42.52589386,,,,
,,,,,,,,,,,,1-gen,243,-2.1,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,46.89062049,,,,
,,,,,,,,,,,,2-gen,249,-0.7,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,49.27138047,,,,
,,,,,,,,,,,,3-gen,261,8.6,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,54.03290043,,,,
,,,,,,,,,,,,4-gen,280,26.4,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,61.57197371,,,,
,,,,,,,,,,,,5-gen,294,36.3,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,67.12708033,,,,
,,,,,,,,,,,,6-gen,297,33.7,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,68.31746032,,,,
,,,,,,,,,,,,7-gen,300,29.2,,5,dal 8/12 al 21/12,,,9,Emilia-Romagna,69.50784031,,,,
,,,,,,,,,,,,8-gen,286,17.8,1.07,5,dal 15/12 al 28/12,1.05,22/12,9,Emilia-Romagna,63.95273369,,,,
,,,,,,,,,,,,9-gen,281,12.6,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,61.96876704,,,,
,,,,,,,,,,,,10-gen,289,10.7,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,65.14311368,,,,
,,,,,,,,,,,,11-gen,297,5.9,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,68.31746032,,,,
,,,,,,,,,,,,12-gen,298,1.5,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,68.71425365,,,,
,,,,,,,,,,,,13-gen,289,-2.7,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,65.14311368,,,,
,,,,,,,,,,,,14-gen,274,-8.8,,5,dal 15/12 al 28/12,,,9,Emilia-Romagna,59.19121372,,,,
,,,,,,,,,,,,15-gen,268,-6.3,1.12,5,dal 23/12 al 5/1,1.15,30/12,9,Emilia-Romagna,56.81045374,,,,
,,,,,,,,,,,,16-gen,266,-5.4,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,56.01686708,,,,
,,,,,,,,,,,,17-gen,249,-14,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,49.27138047,,,,
,,,,,,,,,,,,18-gen,231,-22.2,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,42.12910053,,,,
,,,,,,,,,,,,19-gen,219,-26.6,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,37.36758057,,,,
,,,,,,,,,,,,20-gen,217,-25,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,36.57399391,,,,
,,,,,,,,,,,,21-gen,213,-22.2,,5,dal 23/12 al 5/1,,,9,Emilia-Romagna,34.98682059,,,,
,,,,,,,,,,,,22-gen,203,-24.4,1,5,dal 30/12 al 12/1,0.97,6/1,9,Emilia-Romagna,31.01888729,,,,
,,,,,,,,,,,,23-gen,195,-26.7,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,27.84454064,,,,
,,,,,,,,,,,,24-gen,190,-23.8,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,25.86057399,,,,
,,,,,,,,,,,,25-gen,190,-18,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,25.86057399,,,,
,,,,,,,,,,,,26-gen,189,-14,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,25.46378066,,,,
,,,,,,,,,,,,27-gen,185,-15,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,23.87660734,,,,
,,,,,,,,,,,,28-gen,183,-13.9,,5,dal 30/12 al 12/1,,,9,Emilia-Romagna,23.08302068,,,,
,,,,,,,,,,,,,,,,5,,,,9,,,,,,
,,,,,,,,,,,,,,,,5,,,,9,,,,,,
,,,,,,,,,,,,,,,,5,,,,9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57,0.81,143.7,-47.9,124.2,-47.9,75,25,72.16734457,27.83265543,75,25,18-set,18,-6.1,0.88,6,dal 27/8 al 9/9,,,25,Veneto,-41.80671378,143.7,,,
,,,,,,,,,,,,19-set,19,4.4,,6,dal 27/8 al 9/9,,,25,Veneto,-41.46819788,,,,
,,,,,,,,,,,,20-set,20,12.5,,6,dal 27/8 al 9/9,,,25,Veneto,-41.12968198,,,,
,,,,,,,,,,,,21-set,21,20,,6,dal 27/8 al 9/9,,,25,Veneto,-40.79116608,,,,
,,,,,,,,,,,,22-set,21,19,,6,dal 27/8 al 9/9,,,25,Veneto,-40.79116608,,,,
,,,,,,,,,,,,23-set,21,9.4,,6,dal 27/8 al 9/9,,,25,Veneto,-40.79116608,,,,
,,,,,,,,,,,,24-set,24,29.6,,6,dal 27/8 al 9/9,,,25,Veneto,-39.77561837,,,,
,,,,,,,,,,,,25-set,24,31.4,1.01,6,dal 3/9 al 16/9,,,25,Veneto,-39.77561837,,,,
,,,,,,,,,,,,26-set,25,27.9,,6,dal 3/9 al 16/9,,,25,Veneto,-39.43710247,,,,
,,,,,,,,,,,,27-set,24,22.4,,6,dal 3/9 al 16/9,,,25,Veneto,-39.77561837,,,,
,,,,,,,,,,,,28-set,26,24.5,,6,dal 3/9 al 16/9,,,25,Veneto,-39.09858657,,,,
,,,,,,,,,,,,29-set,26,26,,6,dal 3/9 al 16/9,,,25,Veneto,-39.09858657,,,,
,,,,,,,,,,,,30-set,26,27.7,,6,dal 3/9 al 16/9,,,25,Veneto,-39.09858657,,,,
,,,,,,,,,,,,1-ott,30,29.4,,6,dal 3/9 al 16/9,,,25,Veneto,-37.74452297,,,,
,,,,,,,,,,,,2-ott,30,26.7,1.1,6,dal 10/9 al 23/9,,,25,Veneto,-37.74452297,,,,
,,,,,,,,,,,,3-ott,32,28.5,,6,dal 10/9 al 23/9,,,25,Veneto,-37.06749117,,,,
,,,,,,,,,,,,4-ott,34,38.6,,6,dal 10/9 al 23/9,,,25,Veneto,-36.39045936,,,,
,,,,,,,,,,,,5-ott,35,33.6,,6,dal 10/9 al 23/9,,,25,Veneto,-36.05194346,,,,
,,,,,,,,,,,,6-ott,36,35.2,,6,dal 10/9 al 23/9,,,25,Veneto,-35.71342756,,,,
,,,,,,,,,,,,7-ott,40,51.7,,6,dal 10/9 al 23/9,,,25,Veneto,-34.35936396,,,,
,,,,,,,,,,,,8-ott,41,34.7,,6,dal 10/9 al 23/9,,,25,Veneto,-34.02084806,,,,
,,,,,,,,,,,,9-ott,49,62.3,1.13,6,dal 17/9 al 30/9,,,25,Veneto,-31.31272085,,,,
,,,,,,,,,,,,10-ott,55,74.4,,6,dal 17/9 al 30/9,,,25,Veneto,-29.28162544,,,,
,,,,,,,,,,,,11-ott,59,74.4,,6,dal 17/9 al 30/9,,,25,Veneto,-27.92756184,,,,
,,,,,,,,,,,,12-ott,61,75.3,,6,dal 17/9 al 30/9,,,25,Veneto,-27.25053004,,,,
,,,,,,,,,,,,13-ott,67,87.3,,6,dal 17/9 al 30/9,,,25,Veneto,-25.21943463,,,,
,,,,,,,,,,,,14-ott,72,80.7,,6,dal 17/9 al 30/9,,,25,Veneto,-23.52685512,,,,
,,,,,,,,,,,,15-ott,75,82,1.15,6,dal 24/9 al 7/10,,,25,Veneto,-22.51130742,,,,
,,,,,,,,,,,,16-ott,77,56.1,,6,dal 24/9 al 7/10,,,25,Veneto,-21.83427562,,,,
,,,,,,,,,,,,17-ott,81,47.5,,6,dal 24/9 al 7/10,,,25,Veneto,-20.48021201,,,,
,,,,,,,,,,,,18-ott,89,51,,6,dal 24/9 al 7/10,,,25,Veneto,-17.77208481,,,,
,,,,,,,,,,,,19-ott,92,51.9,,6,dal 24/9 al 7/10,,,25,Veneto,-16.7565371,,,,
,,,,,,,,,,,,20-ott,92,38.3,,6,dal 24/9 al 7/10,,,25,Veneto,-16.7565371,,,,
,,,,,,,,,,,,21-ott,108,48.9,,6,dal 24/9 al 7/10,,,25,Veneto,-11.34028269,,,,
,,,,,,,,,,,,22-ott,123,64.2,,6,dal 24/9 al 7/10,,,25,Veneto,-6.26254417,,,,
,,,,,,,,,,,,23-ott,140,81.9,1.54,6,dal 1/10 al 14/10,,,25,Veneto,-0.507773852,,,,
,,,,,,,,,,,,24-ott,159,96.1,,6,dal 1/10 al 14/10,,,25,Veneto,5.924028269,,,,
,,,,,,,,,,,,25-ott,173,95.2,,6,dal 1/10 al 14/10,,,25,Veneto,10.66325088,,,,
,,,,,,,,,,,,26-ott,186,101.5,,6,dal 1/10 al 14/10,,,25,Veneto,15.0639576,,,,
,,,,,,,,,,,,27-ott,207,124.2,,6,dal 1/10 al 14/10,,,25,Veneto,22.17279152,,,,
,,,,,,,,,,,,28-ott,222,105.4,,6,dal 1/10 al 14/10,,,25,Veneto,27.25053004,,,,
,,,,,,,,,,,,29-ott,238,93.7,,6,dal 1/10 al 14/10,,,25,Veneto,32.66678445,,,,
,,,,,,,,,,,,30-ott,267,91.1,1.46,6,dal 8/10 al 21/10,,,25,Veneto,42.48374558,,,,
,,,,,,,,,,,,31-ott,287,80.1,,6,dal 8/10 al 21/10,,,25,Veneto,49.2540636,,,,
